"Doc.ID","Text","Reference","Length"
958,"have conducted yourselves so as to avoid any share of the like censure,","nyEWd",71
959,"estate whenever it falls, without any self-reproach. This matter may","pD0Qu",68
960,"""Well, all I know is, that it will be abominably rude if you do not wait","nyEWd",72
961,"ladies into the carriage; and when it drove off, Elizabeth saw him","pD0Qu",66
962,"another _month_ complete, it will be in my power to take one of you as","yQdWV",70
963,"neighbourhood, and take Pemberley for a kind of model. There is not a","PIG03",69
964,"she asked the two Harringtons to come, but Harriet was ill, and so Pen","PIG03",70
965,"","yQdWV",0
966,"deliberation, you find that the misery of disobliging his two sisters is","5d23N",72
967,"","PIG03",0
968,"and warmth remained for Bingley's salutation. He was full of joy and","gWh3Y",68
969,"Elizabeth thanked him from her heart, and then walked towards the","PIG03",65
970,"had almost as long been ashamed of ever feeling a dislike against him,","0mIZL",70
971,"eagerly expressing her surprise at their sudden return home, which, as","yQdWV",70
972,"brother for talking such nonsense.","PIG03",34
973,"feared that the master of the house might be amongst them; and whether","Q3Mja",70
974,"","Q3Mja",0
975,"our own vanity that deceives us. Women fancy admiration means more than","5d23N",71
976,"construction; and that his character was by no means so faulty, nor","5d23N",67
977,"excuse, said she would amuse herself for the short time she could stay","TGzfh",70
978,"nothing.","gWh3Y",8
979,"","0mIZL",0
980,"and however uncertain of giving happiness, must be their pleasantest","gWh3Y",68
981,"there was no other way of accounting for such attentions from such a","PIG03",68
982,"yourself or endeavour to involve him in an affection which the want","gWh3Y",67
983,"Miss Bennet eagerly disclaimed all extraordinary merit, and threw back","nyEWd",70
984,"","gWh3Y",0
985,"","TGzfh",0
986,"","yQdWV",0
987,"his happiness. The stupidity with which he was favoured by nature must","PIG03",70
988,"""And your assurance of it, I suppose, carried immediate conviction to","TGzfh",69
989,"subject. This will never do.""","nyEWd",29
990,"cannot escape the acquaintance now.""","Q3Mja",36
991,"partner she had scarcely replied, before Mr. Collins came up to them,","Q3Mja",69
992,"pay.""","nyEWd",5
993,"her mother gave her to understand that the probability of their marriage","0mIZL",72
994,"She was roused from her seat, and her reflections, by some one's","PIG03",64
995,"were not by, when I told mamma and the others all about it. Are not you","pD0Qu",71
996,"pleasure, but Elizabeth still saw superciliousness in their treatment","8B3RV",69
997,"Bennet, for many years after Lydia's birth, had been certain that he","0mIZL",68
998,"""This is no very striking resemblance of your own character, I am sure,""","8B3RV",72
999,"The evening altogether passed off pleasantly to the whole family. Mrs.","nyEWd",70
1000,"","5d23N",0
