"Doc.ID","Text","Reference","Length"
968,"Her family had of late been exceedingly fluctuating.  For many years of","w6Mnl",71
969,"","i92We",0
970,"""Is anything the matter with her?"" cried Mrs. Dashwood as she","w6Mnl",61
971,"In the drawing-room, whither she then repaired, she was soon joined by","zxBDE",70
972,"CHAPTER 45","RjZAX",10
973,"Norland after he first felt her influence over him to be more than it","RjZAX",69
974,"Delaford to Edward.""","TCnok",20
975,"stiffly than ever, pronounced in retort this bitter philippic, ""Miss","Jlacv",68
976,"how can it be done?' said she; 'my dear Ferrars, do tell me how it is","i92We",69
977,"gain a brother, a real, affectionate brother.  I have the highest","3cYH2",65
978,"with her for doubting it.","RjZAX",25
979,"difficulty only was to be overcome.  They were brought together by","Jlacv",66
980,"perfectly calm; ""yes, I am very drunk.-- A pint of porter with my cold","i92We",70
981,"about him more young people than his house would hold, and the noisier","Jlacv",70
982,"for the health of Marianne, to procure those inquiries which had been","RjZAX",69
983,"ineffectual till Lady Middleton luckily remembering that in a scene of","7Fxj5",70
984,"""You may well be surprised,"" continued Lucy; ""for to be sure you could","3cYH2",70
985,"all so fond of Lucy, to be sure they will make no difficulty about it;'","3cYH2",71
986,"""How can you say so, Anne?"" cried Lucy, who generally made an amendment","7Fxj5",71
987,"Elinor blushed for the insincerity of Edward's future wife, and","7Fxj5",63
988,"he had been staying a fortnight with some friends near Plymouth."" She","7Fxj5",69
989,"Elinor could hardly believe this to be true, as it seemed very unlikely","hpZAy",71
990,"can be happy with him, I shall be as ready as yourself to think our","RjZAX",67
991,"landscape in coloured silks of her performance, in proof of her having","3cYH2",70
992,"by exclamations of wretchedness.  In a short time Elinor saw Willoughby","w6Mnl",71
993,"him there.  She recommended it to her daughters, therefore, by all","RjZAX",66
994,"friend's, in making very light of the indisposition which delayed them","zxBDE",70
995,"""Do not be offended, Elinor, if my praise of him is not in every thing","TCnok",70
996,"""Oh dear!"" cried Margaret, ""how happy I should be!  I wonder what I","Jlacv",67
997,"picturesque beauty was.  I detest jargon of every kind, and sometimes I","i92We",71
998,"Colonel Brandon, and even the boisterous mirth of Sir John and his","3cYH2",66
999,"linen was saved, and is now left to your mother.  Her house will","7Fxj5",64
1000,"     unfortunate as to give rise to a belief of more than","TCnok",57
