"","ID","Sentence"
"639",639,"""  ""It is a pity he should have so much trouble for nothing"
"640",640,"""  ""_That_ is Miss Maria's concern"
"641",641," I am not obliged to punish myself for _her_ sins"
"642",642," The mother I could not avoid, as long as my tiresome aunt was dancing about with the housekeeper, but the son I _can_ get away from"
"643",643,"""  And she immediately scrambled across the fence, and walked away, not attending to Fanny's last question of whether she had seen anything of Miss Crawford and Edmund"
"644",644," The sort of dread in which Fanny now sat of seeing Mr"
"645",645," Rushworth prevented her thinking so much of their continued absence, however, as she might have done"
"646",646," She felt that he had been very ill-used, and was quite unhappy in having to communicate what had passed"
"647",647," He joined her within five minutes after Julia's exit; and though she made the best of the story, he was evidently mortified and displeased in no common degree"
"648",648," At first he scarcely said anything; his looks only expressed his extreme surprise and vexation, and he walked to the gate and stood there, without seeming to know what to do"
"649",649,"  ""They desired me to stay--my cousin Maria charged me to say that you would find them at that knoll, or thereabouts"
"650",650,"""  ""I do not believe I shall go any farther,"" said he sullenly; ""I see nothing of them"
"651",651," By the time I get to the knoll they may be gone somewhere else"
"652",652," I have had walking enough"
"653",653,"""  And he sat down with a most gloomy countenance by Fanny"
"654",654,"  ""I am very sorry,"" said she; ""it is very unlucky"
"655",655,""" And she longed to be able to say something more to the purpose"
"656",656,"  After an interval of silence, ""I think they might as well have staid for me,"" said he"
"657",657,"  ""Miss Bertram thought you would follow her"
"658",658,"""  ""I should not have had to follow her if she had staid"
"659",659,"""  This could not be denied, and Fanny was silenced"
"660",660," After another pause, he went on--""Pray, Miss Price, are you such a great admirer of this Mr"
"661",661," Crawford as some people are? For my part, I can see nothing in him"
"662",662,"""  ""I do not think him at all handsome"
"663",663,"""  ""Handsome! Nobody can call such an undersized man handsome"
"664",664," He is not five foot nine"
"665",665," I should not wonder if he is not more than five foot eight"
"666",666," I think he is an ill-looking fellow"
"667",667," In my opinion, these Crawfords are no addition at all"
"668",668," We did very well without them"
"669",669,"""  A small sigh escaped Fanny here, and she did not know how to contradict him"
"670",670,"  ""If I had made any difficulty about fetching the key, there might have been some excuse, but I went the very moment she said she wanted it"
"671",671,"""  ""Nothing could be more obliging than your manner, I am sure, and I dare say you walked as fast as you could; but still it is some distance, you know, from this spot to the house, quite into the house; and when people are waiting, they are bad judges of time, and every half minute seems like five"
"672",672,"""  He got up and walked to the gate again, and ""wished he had had the key about him at the time"
"673",673,""" Fanny thought she discerned in his standing there an indication of relenting, which encouraged her to another attempt, and she said, therefore, ""It is a pity you should not join them"
"674",674," They expected to have a better view of the house from that part of the park, and will be thinking how it may be improved; and nothing of that sort, you know, can be settled without you"
"675",675,"""  She found herself more successful in sending away than in retaining a companion"
"676",676," Mr"
"677",677," Rushworth was worked on"
"678",678," ""Well,"" said he, ""if you really think I had better go: it would be foolish to bring the key for nothing"
"679",679,""" And letting himself out, he walked off without farther ceremony"
"680",680,"  Fanny's thoughts were now all engrossed by the two who had left her so long ago, and getting quite impatient, she resolved to go in search of them"
"681",681," She followed their steps along the bottom walk, and had just turned up into another, when the voice and the laugh of Miss Crawford once more caught her ear; the sound approached, and a few more windings brought them before her"
"682",682," They were just returned into the wilderness from the park, to which a sidegate, not fastened, had tempted them very soon after their leaving her, and they had been across a portion of the park into the very avenue which Fanny had been hoping the whole morning to reach at last, and had been sitting down under one of the trees"
"683",683," This was their history"
"684",684," It was evident that they had been spending their time pleasantly, and were not aware of the length of their absence"
"685",685," Fanny's best consolation was in being assured that Edmund had wished for her very much, and that he should certainly have come back for her, had she not been tired already; but this was not quite sufficient to do away with the pain of having been left a whole hour, when he had talked of only a few minutes, nor to banish the sort of curiosity she felt to know what they had been conversing about all that time; and the result of the whole was to her disappointment and depression, as they prepared by general agreement to return to the house"
"686",686,"  On reaching the bottom of the steps to the terrace, Mrs"
"687",687," Rushworth and Mrs"
"688",688," Norris presented themselves at the top, just ready for the wilderness, at the end of an hour and a half from their leaving the house"
"689",689," Mrs"
"690",690," Norris had been too well employed to move faster"
"691",691," Whatever cross-accidents had occurred to intercept the pleasures of her nieces, she had found a morning of complete enjoyment; for the housekeeper, after a great many courtesies on the subject of pheasants, had taken her to the dairy, told her all about their cows, and given her the receipt for a famous cream cheese; and since Julia's leaving them they had been met by the gardener, with whom she had made a most satisfactory acquaintance, for she had set him right as to his grandson's illness, convinced him that it was an ague, and promised him a charm for it; and he, in return, had shewn her all his choicest nursery of plants, and actually presented her with a very curious specimen of heath"
"692",692,"  On this _rencontre_ they all returned to the house together, there to lounge away the time as they could with sofas, and chit-chat, and Quarterly Reviews, till the return of the others, and the arrival of dinner"
"693",693," It was late before the Miss Bertrams and the two gentlemen came in, and their ramble did not appear to have been more than partially agreeable, or at all productive of anything useful with regard to the object of the day"
"694",694," By their own accounts they had been all walking after each other, and the junction which had taken place at last seemed, to Fanny's observation, to have been as much too late for re-establishing harmony, as it confessedly had been for determining on any alteration"
"695",695," She felt, as she looked at Julia and Mr"
"696",696," Rushworth, that hers was not the only dissatisfied bosom amongst them: there was gloom on the face of each"
"697",697," Mr"
"698",698," Crawford and Miss Bertram were much more gay, and she thought that he was taking particular pains, during dinner, to do away any little resentment of the other two, and restore general good-humour"
"699",699,"  Dinner was soon followed by tea and coffee, a ten miles' drive home allowed no waste of hours; and from the time of their sitting down to table, it was a quick succession of busy nothings till the carriage came to the door, and Mrs"
"700",700," Norris, having fidgeted about, and obtained a few pheasants' eggs and a cream cheese from the housekeeper, and made abundance of civil speeches to Mrs"
"701",701," Rushworth, was ready to lead the way"
"702",702," At the same moment Mr"
"703",703," Crawford, approaching Julia, said, ""I hope I am not to lose my companion, unless she is afraid of the evening air in so exposed a seat"
"704",704,""" The request had not been foreseen, but was very graciously received, and Julia's day was likely to end almost as well as it began"
"705",705," Miss Bertram had made up her mind to something different, and was a little disappointed; but her conviction of being really the one preferred comforted her under it, and enabled her to receive Mr"
"706",706," Rushworth's parting attentions as she ought"
"707",707," He was certainly better pleased to hand her into the barouche than to assist her in ascending the box, and his complacency seemed confirmed by the arrangement"
"708",708,"  ""Well, Fanny, this has been a fine day for you, upon my word,"" said Mrs"
"709",709," Norris, as they drove through the park"
"710",710," ""Nothing but pleasure from beginning to end! I am sure you ought to be very much obliged to your aunt Bertram and me for contriving to let you go"
"711",711," A pretty good day's amusement you have had!""  Maria was just discontented enough to say directly, ""I think _you_ have done pretty well yourself, ma'am"
"712",712," Your lap seems full of good things, and here is a basket of something between us which has been knocking my elbow unmercifully"
"713",713,"""  ""My dear, it is only a beautiful little heath, which that nice old gardener would make me take; but if it is in your way, I will have it in my lap directly"
"714",714," There, Fanny, you shall carry that parcel for me; take great care of it: do not let it fall; it is a cream cheese, just like the excellent one we had at dinner"
"715",715," Nothing would satisfy that good old Mrs"
"716",716," Whitaker, but my taking one of the cheeses"
"717",717," I stood out as long as I could, till the tears almost came into her eyes, and I knew it was just the sort that my sister would be delighted with"
"718",718," That Mrs"
"719",719," Whitaker is a treasure! She was quite shocked when I asked her whether wine was allowed at the second table, and she has turned away two housemaids for wearing white gowns"
"720",720," Take care of the cheese, Fanny"
"721",721," Now I can manage the other parcel and the basket very well"
"722",722,"""  ""What else have you been spunging?"" said Maria, half-pleased that Sotherton should be so complimented"
"723",723,"  ""Spunging, my dear! It is nothing but four of those beautiful pheasants' eggs, which Mrs"
"724",724," Whitaker would quite force upon me: she would not take a denial"
"725",725," She said it must be such an amusement to me, as she understood I lived quite alone, to have a few living creatures of that sort; and so to be sure it will"
"726",726," I shall get the dairymaid to set them under the first spare hen, and if they come to good I can have them moved to my own house and borrow a coop; and it will be a great delight to me in my lonely hours to attend to them"
"727",727," And if I have good luck, your mother shall have some"
"728",728,"""  It was a beautiful evening, mild and still, and the drive was as pleasant as the serenity of Nature could make it; but when Mrs"
"729",729," Norris ceased speaking, it was altogether a silent drive to those within"
"730",730," Their spirits were in general exhausted; and to determine whether the day had afforded most pleasure or pain, might occupy the meditations of almost all"
"731",731,"    CHAPTER XI  The day at Sotherton, with all its imperfections, afforded the Miss Bertrams much more agreeable feelings than were derived from the letters from Antigua, which soon afterwards reached Mansfield"
"732",732," It was much pleasanter to think of Henry Crawford than of their father; and to think of their father in England again within a certain period, which these letters obliged them to do, was a most unwelcome exercise"
"733",733,"  November was the black month fixed for his return"
"734",734," Sir Thomas wrote of it with as much decision as experience and anxiety could authorise"
"735",735," His business was so nearly concluded as to justify him in proposing to take his passage in the September packet, and he consequently looked forward with the hope of being with his beloved family again early in November"
"736",736,"  Maria was more to be pitied than Julia; for to her the father brought a husband, and the return of the friend most solicitous for her happiness would unite her to the lover, on whom she had chosen that happiness should depend"
"737",737," It was a gloomy prospect, and all she could do was to throw a mist over it, and hope when the mist cleared away she should see something else"
"738",738," It would hardly be _early_ in November, there were generally delays, a bad passage or _something_; that favouring _something_ which everybody who shuts their eyes while they look, or their understandings while they reason, feels the comfort of"
"739",739," It would probably be the middle of November at least; the middle of November was three months off"
"740",740," Three months comprised thirteen weeks"
"741",741," Much might happen in thirteen weeks"
"742",742,"  Sir Thomas would have been deeply mortified by a suspicion of half that his daughters felt on the subject of his return, and would hardly have found consolation in a knowledge of the interest it excited in the breast of another young lady"
"743",743," Miss Crawford, on walking up with her brother to spend the evening at Mansfield Park, heard the good news; and though seeming to have no concern in the affair beyond politeness, and to have vented all her feelings in a quiet congratulation, heard it with an attention not so easily satisfied"
"744",744," Mrs"
"745",745," Norris gave the particulars of the letters, and the subject was dropt; but after tea, as Miss Crawford was standing at an open window with Edmund and Fanny looking out on a twilight scene, while the Miss Bertrams, Mr"
"746",746," Rushworth, and Henry Crawford were all busy with candles at the pianoforte, she suddenly revived it by turning round towards the group, and saying, ""How happy Mr"
"747",747," Rushworth looks! He is thinking of November"
"748",748,"""  Edmund looked round at Mr"
"749",749," Rushworth too, but had nothing to say"
"750",750,"  ""Your father's return will be a very interesting event"
"751",751,"""  ""It will, indeed, after such an absence; an absence not only long, but including so many dangers"
"752",752,"""  ""It will be the forerunner also of other interesting events: your sister's marriage, and your taking orders"
"753",753,"""  ""Yes"
"754",754,"""  ""Don't be affronted,"" said she, laughing, ""but it does put me in mind of some of the old heathen heroes, who, after performing great exploits in a foreign land, offered sacrifices to the gods on their safe return"
"755",755,"""  ""There is no sacrifice in the case,"" replied Edmund, with a serious smile, and glancing at the pianoforte again; ""it is entirely her own doing"
"756",756,"""  ""Oh yes I know it is"
"757",757," I was merely joking"
"758",758," She has done no more than what every young woman would do; and I have no doubt of her being extremely happy"
"759",759," My other sacrifice, of course, you do not understand"
"760",760,"""  ""My taking orders, I assure you, is quite as voluntary as Maria's marrying"
"761",761,"""  ""It is fortunate that your inclination and your father's convenience should accord so well"
"762",762," There is a very good living kept for you, I understand, hereabouts"
"763",763,"""  ""Which you suppose has biassed me?""  ""But _that_ I am sure it has not,"" cried Fanny"
"764",764,"  ""Thank you for your good word, Fanny, but it is more than I would affirm myself"
"765",765," On the contrary, the knowing that there was such a provision for me probably did bias me"
"766",766," Nor can I think it wrong that it should"
"767",767," There was no natural disinclination to be overcome, and I see no reason why a man should make a worse clergyman for knowing that he will have a competence early in life"
"768",768," I was in safe hands"
"769",769," I hope I should not have been influenced myself in a wrong way, and I am sure my father was too conscientious to have allowed it"
"770",770," I have no doubt that I was biased, but I think it was blamelessly"
"771",771,"""  ""It is the same sort of thing,"" said Fanny, after a short pause, ""as for the son of an admiral to go into the navy, or the son of a general to be in the army, and nobody sees anything wrong in that"
"772",772," Nobody wonders that they should prefer the line where their friends can serve them best, or suspects them to be less in earnest in it than they appear"
"773",773,"""  ""No, my dear Miss Price, and for reasons good"
"774",774," The profession, either navy or army, is its own justification"
"775",775," It has everything in its favour: heroism, danger, bustle, fashion"
"776",776," Soldiers and sailors are always acceptable in society"
"777",777," Nobody can wonder that men are soldiers and sailors"
"778",778,"""  ""But the motives of a man who takes orders with the certainty of preferment may be fairly suspected, you think?"" said Edmund"
"779",779," ""To be justified in your eyes, he must do it in the most complete uncertainty of any provision"
"780",780,"""  ""What! take orders without a living! No; that is madness indeed; absolute madness"
"781",781,"""  ""Shall I ask you how the church is to be filled, if a man is neither to take orders with a living nor without? No; for you certainly would not know what to say"
"782",782," But I must beg some advantage to the clergyman from your own argument"
"783",783," As he cannot be influenced by those feelings which you rank highly as temptation and reward to the soldier and sailor in their choice of a profession, as heroism, and noise, and fashion, are all against him, he ought to be less liable to the suspicion of wanting sincerity or good intentions in the choice of his"
"784",784,"""  ""Oh! no doubt he is very sincere in preferring an income ready made, to the trouble of working for one; and has the best intentions of doing nothing all the rest of his days but eat, drink, and grow fat"
"785",785," It is indolence, Mr"
"786",786," Bertram, indeed"
"787",787," Indolence and love of ease; a want of all laudable ambition, of taste for good company, or of inclination to take the trouble of being agreeable, which make men clergymen"
"788",788," A clergyman has nothing to do but be slovenly and selfish--read the newspaper, watch the weather, and quarrel with his wife"
"789",789," His curate does all the work, and the business of his own life is to dine"
"790",790,"""  ""There are such clergymen, no doubt, but I think they are not so common as to justify Miss Crawford in esteeming it their general character"
"791",791," I suspect that in this comprehensive and (may I say) commonplace censure, you are not judging from yourself, but from prejudiced persons, whose opinions you have been in the habit of hearing"
"792",792," It is impossible that your own observation can have given you much knowledge of the clergy"
"793",793," You can have been personally acquainted with very few of a set of men you condemn so conclusively"
"794",794," You are speaking what you have been told at your uncle's table"
"795",795,"""  ""I speak what appears to me the general opinion; and where an opinion is general, it is usually correct"
"796",796," Though _I_ have not seen much of the domestic lives of clergymen, it is seen by too many to leave any deficiency of information"
"797",797,"""  ""Where any one body of educated men, of whatever denomination, are condemned indiscriminately, there must be a deficiency of information, or (smiling) of something else"
"798",798," Your uncle, and his brother admirals, perhaps knew little of clergymen beyond the chaplains whom, good or bad, they were always wishing away"
"799",799,"""  ""Poor William! He has met with great kindness from the chaplain of the Antwerp,"" was a tender apostrophe of Fanny's, very much to the purpose of her own feelings if not of the conversation"
"800",800,"  ""I have been so little addicted to take my opinions from my uncle,"" said Miss Crawford, ""that I can hardly suppose--and since you push me so hard, I must observe, that I am not entirely without the means of seeing what clergymen are, being at this present time the guest of my own brother, Dr"
"801",801," Grant"
"802",802," And though Dr"
"803",803," Grant is most kind and obliging to me, and though he is really a gentleman, and, I dare say, a good scholar and clever, and often preaches good sermons, and is very respectable, _I_ see him to be an indolent, selfish _bon_ _vivant_, who must have his palate consulted in everything; who will not stir a finger for the convenience of any one; and who, moreover, if the cook makes a blunder, is out of humour with his excellent wife"
"804",804," To own the truth, Henry and I were partly driven out this very evening by a disappointment about a green goose, which he could not get the better of"
"805",805," My poor sister was forced to stay and bear it"
"806",806,"""  ""I do not wonder at your disapprobation, upon my word"
"807",807," It is a great defect of temper, made worse by a very faulty habit of self-indulgence; and to see your sister suffering from it must be exceedingly painful to such feelings as yours"
"808",808," Fanny, it goes against us"
"809",809," We cannot attempt to defend Dr"
"810",810," Grant"
"811",811,"""  ""No,"" replied Fanny, ""but we need not give up his profession for all that; because, whatever profession Dr"
"812",812," Grant had chosen, he would have taken a--not a good temper into it; and as he must, either in the navy or army, have had a great many more people under his command than he has now, I think more would have been made unhappy by him as a sailor or soldier than as a clergyman"
"813",813," Besides, I cannot but suppose that whatever there may be to wish otherwise in Dr"
"814",814," Grant would have been in a greater danger of becoming worse in a more active and worldly profession, where he would have had less time and obligation--where he might have escaped that knowledge of himself, the _frequency_, at least, of that knowledge which it is impossible he should escape as he is now"
"815",815," A man--a sensible man like Dr"
"816",816," Grant, cannot be in the habit of teaching others their duty every week, cannot go to church twice every Sunday, and preach such very good sermons in so good a manner as he does, without being the better for it himself"
"817",817," It must make him think; and I have no doubt that he oftener endeavours to restrain himself than he would if he had been anything but a clergyman"
"818",818,"""  ""We cannot prove to the contrary, to be sure; but I wish you a better fate, Miss Price, than to be the wife of a man whose amiableness depends upon his own sermons; for though he may preach himself into a good-humour every Sunday, it will be bad enough to have him quarrelling about green geese from Monday morning till Saturday night"
"819",819,"""  ""I think the man who could often quarrel with Fanny,"" said Edmund affectionately, ""must be beyond the reach of any sermons"
"820",820,"""  Fanny turned farther into the window; and Miss Crawford had only time to say, in a pleasant manner, ""I fancy Miss Price has been more used to deserve praise than to hear it""; when, being earnestly invited by the Miss Bertrams to join in a glee, she tripped off to the instrument, leaving Edmund looking after her in an ecstasy of admiration of all her many virtues, from her obliging manners down to her light and graceful tread"
"821",821,"  ""There goes good-humour, I am sure,"" said he presently"
"822",822," ""There goes a temper which would never give pain! How well she walks! and how readily she falls in with the inclination of others! joining them the moment she is asked"
"823",823," What a pity,"" he added, after an instant's reflection, ""that she should have been in such hands!""  Fanny agreed to it, and had the pleasure of seeing him continue at the window with her, in spite of the expected glee; and of having his eyes soon turned, like hers, towards the scene without, where all that was solemn, and soothing, and lovely, appeared in the brilliancy of an unclouded night, and the contrast of the deep shade of the woods"
"824",824," Fanny spoke her feelings"
"825",825," ""Here's harmony!"" said she; ""here's repose! Here's what may leave all painting and all music behind, and what poetry only can attempt to describe! Here's what may tranquillise every care, and lift the heart to rapture! When I look out on such a night as this, I feel as if there could be neither wickedness nor sorrow in the world; and there certainly would be less of both if the sublimity of Nature were more attended to, and people were carried more out of themselves by contemplating such a scene"
"826",826,"""  ""I like to hear your enthusiasm, Fanny"
"827",827," It is a lovely night, and they are much to be pitied who have not been taught to feel, in some degree, as you do; who have not, at least, been given a taste for Nature in early life"
"828",828," They lose a great deal"
"829",829,"""  ""_You_ taught me to think and feel on the subject, cousin"
"830",830,"""  ""I had a very apt scholar"
"831",831," There's Arcturus looking very bright"
"832",832,"""  ""Yes, and the Bear"
"833",833," I wish I could see Cassiopeia"
"834",834,"""  ""We must go out on the lawn for that"
"835",835," Should you be afraid?""  ""Not in the least"
"836",836," It is a great while since we have had any star-gazing"
"837",837,"""  ""Yes; I do not know how it has happened"
"838",838,""" The glee began"
"839",839," ""We will stay till this is finished, Fanny,"" said he, turning his back on the window; and as it advanced, she had the mortification of seeing him advance too, moving forward by gentle degrees towards the instrument, and when it ceased, he was close by the singers, among the most urgent in requesting to hear the glee again"
"840",840,"  Fanny sighed alone at the window till scolded away by Mrs"
"841",841," Norris's threats of catching cold"
"842",842,"    CHAPTER XII  Sir Thomas was to return in November, and his eldest son had duties to call him earlier home"
"843",843," The approach of September brought tidings of Mr"
"844",844," Bertram, first in a letter to the gamekeeper and then in a letter to Edmund; and by the end of August he arrived himself, to be gay, agreeable, and gallant again as occasion served, or Miss Crawford demanded; to tell of races and Weymouth, and parties and friends, to which she might have listened six weeks before with some interest, and altogether to give her the fullest conviction, by the power of actual comparison, of her preferring his younger brother"
"845",845,"  It was very vexatious, and she was heartily sorry for it; but so it was; and so far from now meaning to marry the elder, she did not even want to attract him beyond what the simplest claims of conscious beauty required: his lengthened absence from Mansfield, without anything but pleasure in view, and his own will to consult, made it perfectly clear that he did not care about her; and his indifference was so much more than equalled by her own, that were he now to step forth the owner of Mansfield Park, the Sir Thomas complete, which he was to be in time, she did not believe she could accept him"
"846",846,"  The season and duties which brought Mr"
"847",847," Bertram back to Mansfield took Mr"
"848",848," Crawford into Norfolk"
"849",849," Everingham could not do without him in the beginning of September"
"850",850," He went for a fortnight--a fortnight of such dullness to the Miss Bertrams as ought to have put them both on their guard, and made even Julia admit, in her jealousy of her sister, the absolute necessity of distrusting his attentions, and wishing him not to return; and a fortnight of sufficient leisure, in the intervals of shooting and sleeping, to have convinced the gentleman that he ought to keep longer away, had he been more in the habit of examining his own motives, and of reflecting to what the indulgence of his idle vanity was tending; but, thoughtless and selfish from prosperity and bad example, he would not look beyond the present moment"
"851",851," The sisters, handsome, clever, and encouraging, were an amusement to his sated mind; and finding nothing in Norfolk to equal the social pleasures of Mansfield, he gladly returned to it at the time appointed, and was welcomed thither quite as gladly by those whom he came to trifle with further"
"852",852,"  Maria, with only Mr"
"853",853," Rushworth to attend to her, and doomed to the repeated details of his day's sport, good or bad, his boast of his dogs, his jealousy of his neighbours, his doubts of their qualifications, and his zeal after poachers, subjects which will not find their way to female feelings without some talent on one side or some attachment on the other, had missed Mr"
"854",854," Crawford grievously; and Julia, unengaged and unemployed, felt all the right of missing him much more"
"855",855," Each sister believed herself the favourite"
"856",856," Julia might be justified in so doing by the hints of Mrs"
"857",857," Grant, inclined to credit what she wished, and Maria by the hints of Mr"
"858",858," Crawford himself"
"859",859," Everything returned into the same channel as before his absence; his manners being to each so animated and agreeable as to lose no ground with either, and just stopping short of the consistence, the steadiness, the solicitude, and the warmth which might excite general notice"
"860",860,"  Fanny was the only one of the party who found anything to dislike; but since the day at Sotherton, she could never see Mr"
"861",861," Crawford with either sister without observation, and seldom without wonder or censure; and had her confidence in her own judgment been equal to her exercise of it in every other respect, had she been sure that she was seeing clearly, and judging candidly, she would probably have made some important communications to her usual confidant"
"862",862," As it was, however, she only hazarded a hint, and the hint was lost"
"863",863," ""I am rather surprised,"" said she, ""that Mr"
"864",864," Crawford should come back again so soon, after being here so long before, full seven weeks; for I had understood he was so very fond of change and moving about, that I thought something would certainly occur, when he was once gone, to take him elsewhere"
"865",865," He is used to much gayer places than Mansfield"
"866",866,"""  ""It is to his credit,"" was Edmund's answer; ""and I dare say it gives his sister pleasure"
"867",867," She does not like his unsettled habits"
"868",868,"""  ""What a favourite he is with my cousins!""  ""Yes, his manners to women are such as must please"
"869",869," Mrs"
"870",870," Grant, I believe, suspects him of a preference for Julia; I have never seen much symptom of it, but I wish it may be so"
"871",871," He has no faults but what a serious attachment would remove"
"872",872,"""  ""If Miss Bertram were not engaged,"" said Fanny cautiously, ""I could sometimes almost think that he admired her more than Julia"
"873",873,"""  ""Which is, perhaps, more in favour of his liking Julia best, than you, Fanny, may be aware; for I believe it often happens that a man, before he has quite made up his own mind, will distinguish the sister or intimate friend of the woman he is really thinking of more than the woman herself"
"874",874," Crawford has too much sense to stay here if he found himself in any danger from Maria; and I am not at all afraid for her, after such a proof as she has given that her feelings are not strong"
"875",875,"""  Fanny supposed she must have been mistaken, and meant to think differently in future; but with all that submission to Edmund could do, and all the help of the coinciding looks and hints which she occasionally noticed in some of the others, and which seemed to say that Julia was Mr"
"876",876," Crawford's choice, she knew not always what to think"
"877",877," She was privy, one evening, to the hopes of her aunt Norris on the subject, as well as to her feelings, and the feelings of Mrs"
"878",878," Rushworth, on a point of some similarity, and could not help wondering as she listened; and glad would she have been not to be obliged to listen, for it was while all the other young people were dancing, and she sitting, most unwillingly, among the chaperons at the fire, longing for the re-entrance of her elder cousin, on whom all her own hopes of a partner then depended"
"879",879," It was Fanny's first ball, though without the preparation or splendour of many a young lady's first ball, being the thought only of the afternoon, built on the late acquisition of a violin player in the servants' hall, and the possibility of raising five couple with the help of Mrs"
"880",880," Grant and a new intimate friend of Mr"
"881",881," Bertram's just arrived on a visit"
"882",882," It had, however, been a very happy one to Fanny through four dances, and she was quite grieved to be losing even a quarter of an hour"
"883",883," While waiting and wishing, looking now at the dancers and now at the door, this dialogue between the two above-mentioned ladies was forced on her--  ""I think, ma'am,"" said Mrs"
"884",884," Norris, her eyes directed towards Mr"
"885",885," Rushworth and Maria, who were partners for the second time, ""we shall see some happy faces again now"
"886",886,"""  ""Yes, ma'am, indeed,"" replied the other, with a stately simper, ""there will be some satisfaction in looking on _now_, and I think it was rather a pity they should have been obliged to part"
"887",887," Young folks in their situation should be excused complying with the common forms"
"888",888," I wonder my son did not propose it"
"889",889,"""  ""I dare say he did, ma'am"
"890",890," Mr"
"891",891," Rushworth is never remiss"
"892",892," But dear Maria has such a strict sense of propriety, so much of that true delicacy which one seldom meets with nowadays, Mrs"
"893",893," Rushworth--that wish of avoiding particularity! Dear ma'am, only look at her face at this moment; how different from what it was the two last dances!""  Miss Bertram did indeed look happy, her eyes were sparkling with pleasure, and she was speaking with great animation, for Julia and her partner, Mr"
"894",894," Crawford, were close to her; they were all in a cluster together"
"895",895," How she had looked before, Fanny could not recollect, for she had been dancing with Edmund herself, and had not thought about her"
"896",896,"  Mrs"
"897",897," Norris continued, ""It is quite delightful, ma'am, to see young people so properly happy, so well suited, and so much the thing! I cannot but think of dear Sir Thomas's delight"
"898",898," And what do you say, ma'am, to the chance of another match? Mr"
"899",899," Rushworth has set a good example, and such things are very catching"
"900",900,"""  Mrs"
"901",901," Rushworth, who saw nothing but her son, was quite at a loss"
"902",902,"  ""The couple above, ma'am"
"903",903," Do you see no symptoms there?""  ""Oh dear! Miss Julia and Mr"
"904",904," Crawford"
"905",905," Yes, indeed, a very pretty match"
"906",906," What is his property?""  ""Four thousand a year"
"907",907,"""  ""Very well"
"908",908," Those who have not more must be satisfied with what they have"
"909",909," Four thousand a year is a pretty estate, and he seems a very genteel, steady young man, so I hope Miss Julia will be very happy"
"910",910,"""  ""It is not a settled thing, ma'am, yet"
"911",911," We only speak of it among friends"
"912",912," But I have very little doubt it _will_ be"
"913",913," He is growing extremely particular in his attentions"
"914",914,"""  Fanny could listen no farther"
"915",915," Listening and wondering were all suspended for a time, for Mr"
"916",916," Bertram was in the room again; and though feeling it would be a great honour to be asked by him, she thought it must happen"
"917",917," He came towards their little circle; but instead of asking her to dance, drew a chair near her, and gave her an account of the present state of a sick horse, and the opinion of the groom, from whom he had just parted"
"918",918," Fanny found that it was not to be, and in the modesty of her nature immediately felt that she had been unreasonable in expecting it"
"919",919," When he had told of his horse, he took a newspaper from the table, and looking over it, said in a languid way, ""If you want to dance, Fanny, I will stand up with you"
"920",920,""" With more than equal civility the offer was declined; she did not wish to dance"
"921",921," ""I am glad of it,"" said he, in a much brisker tone, and throwing down the newspaper again, ""for I am tired to death"
"922",922," I only wonder how the good people can keep it up so long"
"923",923," They had need be _all_ in love, to find any amusement in such folly; and so they are, I fancy"
"924",924," If you look at them you may see they are so many couple of lovers--all but Yates and Mrs"
"925",925," Grant--and, between ourselves, she, poor woman, must want a lover as much as any one of them"
"926",926," A desperate dull life hers must be with the doctor,"" making a sly face as he spoke towards the chair of the latter, who proving, however, to be close at his elbow, made so instantaneous a change of expression and subject necessary, as Fanny, in spite of everything, could hardly help laughing at"
"927",927," ""A strange business this in America, Dr"
"928",928," Grant! What is your opinion? I always come to you to know what I am to think of public matters"
"929",929,"""  ""My dear Tom,"" cried his aunt soon afterwards, ""as you are not dancing, I dare say you will have no objection to join us in a rubber; shall you?"" Then leaving her seat, and coming to him to enforce the proposal, added in a whisper, ""We want to make a table for Mrs"
"930",930," Rushworth, you know"
"931",931," Your mother is quite anxious about it, but cannot very well spare time to sit down herself, because of her fringe"
"932",932," Now, you and I and Dr"
"933",933," Grant will just do; and though _we_ play but half-crowns, you know, you may bet half-guineas with _him_"
"934",934,"""  ""I should be most happy,"" replied he aloud, and jumping up with alacrity, ""it would give me the greatest pleasure; but that I am this moment going to dance"
"935",935,""" Come, Fanny, taking her hand, ""do not be dawdling any longer, or the dance will be over"
"936",936,"""  Fanny was led off very willingly, though it was impossible for her to feel much gratitude towards her cousin, or distinguish, as he certainly did, between the selfishness of another person and his own"
"937",937,"  ""A pretty modest request upon my word,"" he indignantly exclaimed as they walked away"
"938",938," ""To want to nail me to a card-table for the next two hours with herself and Dr"
"939",939," Grant, who are always quarrelling, and that poking old woman, who knows no more of whist than of algebra"
"940",940," I wish my good aunt would be a little less busy! And to ask me in such a way too! without ceremony, before them all, so as to leave me no possibility of refusing"
"941",941," _That_ is what I dislike most particularly"
"942",942," It raises my spleen more than anything, to have the pretence of being asked, of being given a choice, and at the same time addressed in such a way as to oblige one to do the very thing, whatever it be! If I had not luckily thought of standing up with you I could not have got out of it"
"943",943," It is a great deal too bad"
"944",944," But when my aunt has got a fancy in her head, nothing can stop her"
"945",945,"""    CHAPTER XIII  The Honourable John Yates, this new friend, had not much to recommend him beyond habits of fashion and expense, and being the younger son of a lord with a tolerable independence; and Sir Thomas would probably have thought his introduction at Mansfield by no means desirable"
"946",946," Mr"
